ID,Name,Address,Latitude,Longitude,Opening Hours,Types,Rating,User Ratings Total,Stay Time,Delay Time,Cost,Period
ChIJLWoAs80ZQjERLKHDYD-ZymI,Da Nang Museum of Cham Sculpture,"Số 02 Đ. 2 Tháng 9, Bình Hiên, Hải Châu, Đà Nẵng 550000, Vietnam",16.0603007,108.2232677,"['Monday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 7:30\u202fAM\u2009–\u20095:00\u202fPM']","['tourist_attraction', 'general_contractor', 'museum']",4.1,5217,45,30,60000,"[‘Morning’, ‘Noon', ‘Afternoon’]"
ChIJLar0HgcZQjER2rDrJmVkJTo,Sweet Home Da Nang,"285 Hà Huy Tập, Hòa Khê, Thanh Khê, Đà Nẵng 550000, Vietnam",16.0597096,108.1875707,"['Monday: Closed', 'Tuesday: 7:00\u2009–\u200910:00\u202fAM, 4:00\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u2009–\u200910:00\u202fAM, 4:00\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u2009–\u200910:00\u202fAM, 4:00\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u2009–\u200910:00\u202fAM, 4:00\u2009–\u200910:00\u202fPM', 'Saturday: 7:00\u2009–\u200910:00\u202fAM, 4:00\u2009–\u200910:00\u202fPM', 'Sunday: 7:00\u2009–\u200910:00\u202fAM, 4:00\u2009–\u200910:00\u202fPM']","['cafe', 'food']",3.7,3,1440,30,650000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJLezJ2eUfQjER1SINSYhL8No,Nước mắm Nam Ô - Hương Làng Cổ,"Kiệt 884 Nguyễn Lương Bằng, Nam Ô 1, Liên Chiểu, Đà Nẵng, Vietnam",16.1148758,108.1298819,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: 7:00\u202fAM\u2009–\u200912:00\u202fPM']","['grocery_or_supermarket', 'food', 'store']",5,22,30,15,180000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’] "
ChIJMwA4NV0eQjERqlQ5BlE_vCs,Nhà thờ Giáo xứ Hòa Ninh,"333M+Q9M, Đ. 602, Hoà Ninh, Hòa Vang, Đà Nẵng, Vietnam",16.0544664,108.0834098,,"['church', 'place_of_worship']",4.4,41,30,30,0,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJNTchqCoZQjERFDsjpSB0WGM,Quán Cháo Vịt Ông Chủ Nhỏ,"157 Âu Cơ, Hoà Khánh Bắc, Liên Chiểu, Đà Nẵng 550000, Vietnam",16.0709255,108.1432857,"['Monday: 2:00\u2009–\u20099:00\u202fPM', 'Tuesday: 2:00\u2009–\u20099:00\u202fPM', 'Wednesday: 2:00\u2009–\u20099:00\u202fPM', 'Thursday: 2:00\u2009–\u20099:00\u202fPM', 'Friday: 2:00\u2009–\u20099:00\u202fPM', 'Saturday: 2:00\u2009–\u20099:00\u202fPM', 'Sunday: 2:00\u2009–\u20099:00\u202fPM']","['restaurant', 'food']",4.7,171,45,30,150000,"[‘Afternoon’, ‘Night’]"
ChIJNUwPk-cZQjERgxIYcjgmCyU,Công viên biển Hà Khê,"35FR+4Q6, Hà Khê, Thanh Khê, Đà Nẵng 550000, Vietnam",16.07279,108.1918996,,['park'],4.3,51,45,30,0,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJN_RWt7UZQjERPP4JMZfm25M,Shinshu,"09 Lê Đình Lý, Vĩnh Trung, Hải Châu, Đà Nẵng 550000, Vietnam",16.0588943,108.2113997,"['Monday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u200910:00\u202fPM']","['restaurant', 'food']",4.1,133,45,30,150000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJNcB_BzoYQjERYaYaOH85QOU,Hội Cafe & Board Games Đà Nẵng,"46 Nguyễn Chí Thanh, Thạch Thang, Hải Châu, Đà Nẵng 550000, Vietnam",16.0754498,108.2204121,"['Monday: 12:30\u2009–\u200910:30\u202fPM', 'Tuesday: 12:30\u2009–\u200910:30\u202fPM', 'Wednesday: 12:30\u2009–\u200910:30\u202fPM', 'Thursday: 12:30\u2009–\u200910:30\u202fPM', 'Friday: 12:30\u2009–\u200910:30\u202fPM', 'Saturday: 12:30\u2009–\u200910:30\u202fPM', 'Sunday: 12:30\u2009–\u200910:30\u202fPM']","['cafe', 'food', 'store']",4.9,692,60,30,60000,"[‘Noon', ‘Afternoon’, ‘Night’]"
ChIJO0y6zMwZQjER3M8ZDhnI_E4,Lẩu bò Ba Duệ,"40 Lê Hồng Phong, Phước Ninh, Hải Châu, Đà Nẵng 550000, Vietnam",16.0640029,108.2219551,"['Monday: 6:00\u2009–\u200911:00\u202fPM', 'Tuesday: 6:00\u2009–\u200911:00\u202fPM', 'Wednesday: 6:00\u2009–\u200911:00\u202fPM', 'Thursday: 6:00\u2009–\u200911:00\u202fPM', 'Friday: 6:00\u2009–\u200911:00\u202fPM', 'Saturday: 6:00\u2009–\u200911:00\u202fPM', 'Sunday: 6:00\u2009–\u200911:00\u202fPM']","['restaurant', 'food']",3.7,78,70,30,115000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJP2uhdAAZQjER9nWQognGzY4,Cà phê Hoàng Long,"44 Cù Chính Lan, Hòa Khê, Thanh Khê, Đà Nẵng 550000, Vietnam",16.0653757,108.1901717,"['Monday: 5:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 5:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 5:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 5:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 5:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 5:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 5:00\u202fAM\u2009–\u200910:00\u202fPM']","['cafe', 'food', 'store']",4.4,19,45,15,50000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJPQw247sZQjERXlCopH3mlEc,Cafe VIP Vườn,"34 Nguyễn Hữu Thọ, Hòa Thuận Nam, Hải Châu, Đà Nẵng 550000, Vietnam",16.0553013,108.2086607,"['Monday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 6:30\u202fAM\u2009–\u200910:00\u202fPM']","['cafe', 'food']",3.8,461,45,15,60000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJPwlvPjMYQjERE56T1OCbYpM,Nhà Hàng Chay Ngọc Chi,"202 Hoàng Diệu, Nam Dương, Hải Châu, Đà Nẵng 550000, Vietnam",16.0618803,108.2174326,"['Monday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20099:00\u202fPM']","['restaurant', 'food']",4.3,409,45,30,85000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJQ7Wm3ssZQjERC5aR2l8cnno,Quán Cô Hồng - Gỏi Cá Nam Ô,"118 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng 550000, Vietnam",16.0588475,108.2181053,"['Monday: 10:00\u202fAM\u2009–\u20099:30\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:30\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20099:30\u202fPM']","['restaurant', 'food']",4.2,236,45,30,85000,"[‘Noon', ‘Afternoon’, ‘Night’]"
ChIJQVGko7wiQjERbWO_0jt8sfA,Quán Ăn Thiên Kim,"1 Yết Kiêu, Thọ Quang, Sơn Trà, Đà Nẵng, Vietnam",16.1217221,108.2193932,,"['restaurant', 'food']",,,60,30,150000,"[‘Noon', ‘Afternoon’, ‘Night’]"
ChIJQzsobvkZQjERND1pAdW-1oo,Cà phê chim K69 Yến,"K 69 Lý Thái Tổ, Thạc Gián, Thanh Khê, Đà Nẵng 550000, Vietnam",16.0655938,108.2085581,,['park'],,,45,15,60000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJR1aq9sMZQjERm5CGfBs-Qi4,Mỳ Quảng Quê Xưa,"165 Núi Thành, Hoà Cường Bắc, Hải Châu, Đà Nẵng 550000, Vietnam",16.046858,108.2212214,"['Monday: 6:00\u202fAM\u2009–\u200910:30\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200910:30\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200910:30\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200910:30\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u200910:30\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u200910:30\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u200910:30\u202fPM']","['restaurant', 'food']",4.2,1093,45,30,65000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJRRk-wbQZQjERiK2JvqU3lZ0,Thac Gian Lake,"Thac Gian Lake, Thạc Gián, Thanh Khê District, Da Nang 550000, Vietnam",16.0634563,108.2097653,,['natural_feature'],3.6,9,30,30,0,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJRTc80gAZQjERmRsZNm007GE,Công viên Quang Trung,"Hồ phun nước, Thạch Thang, Hải Châu, Đà Nẵng 550000, Vietnam",16.0730989,108.2132104,,['park'],5,1,30,30,0,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJRZhHIMkZQjERYBH-5S1xKNg,Pho Da Temple,"340 Phan Châu Trinh, Bình Thuận, Hải Châu, Đà Nẵng 550000, Vietnam",16.0559509,108.2186556,,"['tourist_attraction', 'place_of_worship']",4.5,122,45,30,0,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJRabT_K49QjERLyx1N_nFewk,Nhà hàng Bãi Rạng Hồ Bình,"Hoàng Sa, Thọ Quang, Sơn Trà, Đà Nẵng, Vietnam",16.1056084,108.2908171,"['Monday: 7:00\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20098:00\u202fPM']","['restaurant', 'food']",3.6,301,60,30,550000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJS-wc8HMZQjER8nGFOiFoXmk,Vườn rau Bác Hồ,"26W9+G38, Hoà Cường Bắc, Hải Châu, Đà Nẵng 550000, Vietnam",16.0462945,108.2176884,,['park'],,,30,30,0,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJSQbmJ7siQjERFwswTbCCE18,Quán Ut Lan,"Thọ Quang, Sơn Trà, Da Nang, Vietnam",16.1211719,108.2228539,,"['restaurant', 'food']",,,45,30,95000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJSRWy6Hr3QTERiU3vuI0PbHw,Ecological Tourist Zone Lai Thieu,"XX4G+F5Q, Hoà Phú, Hòa Vang, Da Nang, Vietnam",15.9562015,107.9754714,,['rv_park'],3.8,164,120,30,150000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJSSaN5u4ZQjERQkKpcWuRjqY,Nhà lưu niệm cụ Nguyễn Xuân Hữu,"127 Đường Nguyễn Xuân Hữu, Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng 550000, Vietnam",16.0587229,108.1809719,,['museum'],1,1,30,15,0,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJT6cYeoEZQjERIUGCw0OU5Qo,Quảng trường Hoa Hồng,"363J+J3G, ĐL Hoa Hồng, An Hải, Sơn Trà, Đà Nẵng 550000, Vietnam",16.0540578,108.2302096,,['park'],5,1,40,15,0,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJTdEIjH4ZQjERMQ5qnTUbHFU,Nguyen Van Troi Walking Bridge,"Nguyễn Văn Trỗi Bridge, Bắc Mỹ Phú, Sơn Trà, Đà Nẵng 550000, Vietnam",16.0510826,108.2290629,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",['tourist_attraction'],4.8,76,45,30,0,"[‘Morning’, ‘Night’]"
ChIJU1u3wkQZQjERhnUNFVvmmfM,SUMMER COFFEE,"79 Man Thiện, Hòa Thuận Nam, Hải Châu, Đà Nẵng 550000, Vietnam",16.0539591,108.2060359,"['Monday: 6:30\u202fAM\u2009–\u200912:00\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u200912:00\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u200912:00\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u200912:00\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u200912:00\u202fPM', 'Saturday: 6:30\u202fAM\u2009–\u200912:00\u202fPM', 'Sunday: 6:30\u202fAM\u2009–\u200912:00\u202fPM']","['cafe', 'store', 'food']",4.8,6,50,30,65000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJURsvWrcZQjERkVqXrnmsVj4,Cà Phê Cây Thông,"61 Nguyễn Hữu Thọ, Hòa Thuận Nam, Hải Châu, Đà Nẵng 550000, Vietnam",16.0541418,108.2089242,"['Monday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u200910:00\u202fPM']","['cafe', 'food']",4,45,50,30,60000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJUXHKobwiQjERYE04vLpB7WM,Quán Ăn Hoàng Dung,"1 Yết Kiêu, Thọ Quang, Sơn Trà, Đà Nẵng, Vietnam",16.1217221,108.2193932,,"['restaurant', 'food']",,,50,30,150000,"[‘Noon', ‘Afternoon’, ‘Night’]"
ChIJUebzZJwZQjER30QrT8NIWG0,Làng Văn Coffee,"02 Nguyễn Phi Khanh, Thạc Gián, Thanh Khê, Đà Nẵng 550000, Vietnam",16.0559802,108.2067588,"['Monday: 7:00\u202fAM\u2009–\u20099:30\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20099:30\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20099:30\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20099:30\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20099:30\u202fPM']","['cafe', 'food']",3.3,6,50,15,60000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJV8AWoCMYQjERNYj3s3nIwik,Hải sản Bé Sữa,"126 Nguyễn Đăng Giai, Thọ Quang, Sơn Trà, Đà Nẵng, Vietnam",16.1034919,108.2574535,"['Monday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u200911:00\u202fPM']","['restaurant', 'food']",3.8,298,50,30,220000,"[‘Noon', ‘Afternoon’, ‘Night’]"
ChIJV9dGcIUZQjERkqByDMutjH4,Công viên Bắc Tượng đài 2 Tháng 9,"26RF+RG8, 30 Tháng 4, Hoà Cường Bắc, Hải Châu, Đà Nẵng 550000, Vietnam",16.0420277,108.2238363,,['park'],5,3,45,15,0,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJVUWYpFEhQjERWfezJnshZpo,Hải Vân Pass,"Hải Vân Pass, Lăng Cô, Phú Lộc, Thua Thien Hue, Vietnam",16.2,108.133333,,['natural_feature'],4.7,1435,60,60,0,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJX_rcYHQZQjERQXQ9UxHmHN4,Nhà Thờ Giáo Xứ Phước Tường,"311 Trường Chinh, An Khê, Thanh Khê, Đà Nẵng, Vietnam",16.0416211,108.1861027,,"['church', 'place_of_worship']",4.5,82,30,30,0,"[‘Morning’, ‘Noon', ‘Afternoon’]"
ChIJXdqykQs-QjER1NZVQLSa7hk,South Beach Son Tra,"473X+VJ5, Hoàng Sa, Thọ Quang, Sơn Trà, Đà Nẵng, Vietnam",16.1046475,108.2990988,,['tourist_attraction'],4.5,318,60,60,0,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJXeu-ecX1QTERUMNJW2h_jXw,Thảo Nguyên Xanh Farm,"Thôn 1, Hòa Vang, Đà Nẵng 550000, Vietnam",16.056394,108.042292,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","['campground', 'park']",,,60,60,0,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJY2jrw8gZQjER1dPG2ZGZemM,Cầu Thuận Phước Đà Nẵng,"36WC+24F, Cầu, Thuận Phước, Hải Châu, Đà Nẵng 550000, Vietnam",16.0950591,108.2203065,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",['point_of_interest'],4.7,84,15,15,0,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJXeu-ecX1QTERUMNJW2h_jXw,Thảo Nguyên Xanh Farm,"Thôn 1, Hòa Vang, Đà Nẵng 550000, Vietnam",16.056394,108.042292,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","['campground', 'park']",,,30,30,100000,"[‘Morning’, ‘Afternoon’]"
ChIJY2jrw8gZQjER1dPG2ZGZemM,Cầu Thuận Phước Đà Nẵng,"36WC+24F, Cầu, Thuận Phước, Hải Châu, Đà Nẵng 550000, Vietnam",16.0950591,108.2203065,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",['point_of_interest'],4.7,84,15,5,0,"[‘Morning’, ‘Afternoon’, ‘Evening’]"
ChIJYcJcqTYYQjERtEUOvQMw-qg,Nha Nam Book N’ Coffee,"19 Pasteur, Hải Châu 1, Hải Châu, Đà Nẵng 550000, Vietnam",16.0698642,108.2192507,"['Monday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u200910:00\u202fPM']","['cafe', 'food']",4.3,267,30,30,50000,"[‘Morning’, ‘Afternoon’, ‘Evening’]"
ChIJZ4Z5SssZQjERAIcMsBAH1JM,Thuy Vegan Restaurant,"122 Hoàng Diệu, Hải Châu 2, Hải Châu, Đà Nẵng 550000, Vietnam",16.0639028,108.218257,"['Monday: 7:00\u202fAM\u2009–\u20099:30\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20099:30\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20099:30\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20099:30\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20099:30\u202fPM']","['restaurant', 'food']",4,501,45,30,120000,"[‘Noon’, ‘Evening’]"
ChIJZawrhc4ZQjERu5XP5jPZmxc,Bushido restaurant,"90 Đ. 2 Tháng 9, Bình Thuận, Hải Châu, Đà Nẵng 550000, Vietnam",16.0563483,108.2220345,"['Monday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u200910:00\u202fPM']","['restaurant', 'food']",4,254,45,30,300000,"[‘Noon’, ‘Evening’]"
ChIJ_XkaoQs-QjER_IUTHqI3gI8,Mũi Nghê,"Thọ Quang, Sơn Trà, Đà Nẵng, Vietnam",16.1179892,108.3383401,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",['tourist_attraction'],4.7,247,30,30,20000,"[‘Morning’, ‘Afternoon’]"
ChIJ_ZnpIjMYQjERA9TfxGiIYD8,Nhà Hàng Lê Ben,"126 Yên Bái, Phước Ninh, Hải Châu, Đà Nẵng 550000, Vietnam",16.0648101,108.2222519,,"['restaurant', 'food']",,,45,30,300000,"[‘Noon’, ‘Evening’]"
ChIJ_d6A7E8XQjERSP_olhmXg6o,Galina Mud Bath & Spa Da Nang,"254 Võ Nguyên Giáp, Phước Mỹ, Sơn Trà, Đà Nẵng 550000, Vietnam",16.0597734,108.2463747,,['beauty_salon'],2.5,2,60,30,600000,"[‘Afternoon’, ‘Evening’]"
ChIJ_db_J8YZQjERA3ZgbpTXKJc,Banh Ca Soc Nau,"467 Hoàng Diệu, Bình Thuận, Hải Châu, Đà Nẵng 550000, Vietnam",16.0530367,108.2177356,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",['food'],4.2,64,15,15,15000,[‘Evening’]
ChIJ_ws7qWb3QTERKF5_i9GOiAk,Hoa Phu Thanh Tourism,"QL14G, Hoà Phú, Hòa Vang, Đà Nẵng, Vietnam",15.9567747,107.9911844,"['Monday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 7:30\u202fAM\u2009–\u20095:00\u202fPM']","['rv_park', 'cafe', 'restaurant', 'food']",4.3,270,120,30,1200000,"[‘Morning’,’Noon’ ‘Afternoon’]"
ChIJaUDBNkwYQjERNButpWQvSN4,Ẩm thực Trần,"300 Hải Phòng, Chính Gián, Thanh Khê, Đà Nẵng 550000, Vietnam",16.0691882,108.2050687,"['Monday: 7:00\u202fAM\u2009–\u200910:30\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200910:30\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200910:30\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200910:30\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200910:30\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200910:30\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u200910:30\u202fPM']","['restaurant', 'food']",4.2,63,45,40,300000,"[‘Noon’, ‘Evening’]"
ChIJaa7lANcXQjERmT3kgV5U7uA,Dong Dinh Art Museum,"472G+HC8, Hoàng Sa, Thọ Quang, Sơn Trà, Đà Nẵng, Vietnam",16.1014105,108.2760874,"['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20095:00\u202fPM']","['tourist_attraction', 'museum']",4.1,363,45,30,20000,"[‘Morning’, ’Afternoon’]"
ChIJb7mLMCQfQjERjYQ7zrWaC88,Cafe New Life 424,"424 Âu Cơ, Hoà Khánh Bắc, Liên Chiểu, Đà Nẵng, Vietnam",16.0788079,108.1275156,,['cafe'],4,32,30,30,30000,"[‘Morning’, ‘Afternoon’, ‘Evening’]"
